PERNO,GRADE,DEPT_CD,DPAY,DA,PAY_ADJMT,DA_ADJMT,PP,APAY,INCENTIVE,HRA,FUEL_SUB,ATS,CPF_PC,VPF,ITAX,CESS,CESS_ADDL,PTAX,CCA,SESBF,CANTEEN,RENT,ELEC,CONS,CPF_PR,CPF_IR,CPF_CC,EPS,GPAY,DEDN,NPAY,
711443,E3,44,34910,51213,0,0,0,0,0,0,0,0,10335,5000,10291,411,0,0,0,1722,0,163,475,0,0,0,9085,1250,98632,27978,70654,
711459,E3,85,35960,52753,0,0,0,0,0,0,0,0,10646,0,10960,438,0,0,0,1774,0,143,475,1,0,0,9396,1250,100505,22111,78394,
711464,E6,81,60050,88093,0,0,0,0,0,12010,0,0,17777,0,28597,1145,0,0,0,2963,0,0,0,0,11000,0,16527,1250,181275,60010,121265,
711471,E3,10,35960,52753,0,0,0,0,0,0,0,0,10646,0,12117,486,0,0,0,1774,0,143,475,1,6000,0,9396,1250,103805,30926,72879,
711485,E4,82,39310,57668,0,0,0,0,0,0,0,0,11637,0,8824,354,0,0,0,1940,0,163,475,1,6400,0,10387,1250,110624,32364,78260,
711508,E7,10,73000,107091,0,0,0,0,0,14600,0,0,21611,50000,45951,1838,0,0,0,3602,0,0,0,0,0,0,20361,1250,222971,120302,102669,
723719,S10,23,30992,17789,0,0,0,0,935,3093,300,0,5854,4000,0,0,0,0,75,976,521,0,0,0,0,0,5854,0,55805,9530,46275,
724646,E5,10,48640,71355,0,0,63,0,0,0,0,0,14399,10000,21055,842,0,0,0,2400,0,0,0,0,20000,0,14399,0,139782,72767,67015,
728832,S9,53,30089,17271,0,0,0,0,500,0,300,90,5683,0,0,0,0,0,75,947,593,110,420,1,500,0,5683,0,50938,26068,24870,
728848,S9,76,30089,17271,0,0,14,0,520,0,300,540,5683,12500,0,0,0,0,75,947,461,143,480,1,0,0,5683,0,51315,18817,32498,
729086,S8,11,28638,16438,0,0,0,0,960,2694,300,900,5409,1000,1667,67,0,0,75,902,569,0,0,0,0,0,4159,1250,52432,8145,44287,
729359,S10,24,30992,17789,0,0,0,0,225,3093,300,90,5854,11000,0,0,0,0,75,976,389,0,0,0,25000,0,5854,0,54913,42430,12483,
729588,S10,13,31316,17975,0,0,90,0,548,0,300,0,5915,20000,0,0,0,0,75,986,437,83,440,1,0,0,5915,0,52860,27238,25622,
729593,S10,33,30992,17789,0,0,0,0,935,3093,300,0,5854,0,2423,97,0,0,75,976,509,0,0,0,0,0,5854,0,55693,8450,47243,
729602,S10,23,31316,17975,0,0,0,0,1000,0,300,0,5915,0,2725,109,0,0,75,986,569,110,420,1,0,0,5915,0,53354,15008,38346,
729999,S8,83,28638,16438,0,0,18,0,345,0,300,0,5409,12000,0,0,0,0,75,902,521,86,340,1,0,0,5409,0,48268,18587,29681,
730208,S8,28,28638,16438,0,0,18,0,960,2775,300,540,5409,0,0,0,0,0,75,902,533,0,0,0,0,0,5409,0,52135,5411,46724,
730255,S10,25,31316,17975,0,0,0,0,1000,0,300,0,5915,6000,1434,57,0,0,75,986,545,143,420,1,20000,0,5915,0,53330,37889,15441,
730549,S7,72,27804,15959,0,0,0,0,748,2775,300,0,5252,1000,0,0,0,0,75,875,521,0,0,0,10000,0,4002,1250,49990,23700,26290,
732884,E0,50,20600,30220,0,0,0,0,0,0,0,90,6098,0,2920,117,0,0,0,1016,0,83,440,1,0,0,6098,0,59106,16434,42672,
733668,S10,82,30992,17789,0,0,69,0,740,0,300,0,5854,0,0,0,0,0,75,976,485,50,340,1,0,0,5854,0,52350,8903,43447,
733738,E5,60,51610,75712,0,0,175,0,0,10322,0,0,15279,0,26027,1041,0,0,0,2546,0,0,0,0,42000,0,15279,0,156410,84843,71567,
733771,S10,68,31316,17975,0,0,25,0,466,0,300,0,5915,20000,0,0,0,0,75,986,473,0,0,0,0,0,5915,0,52649,26501,26148,
733967,E0,81,21420,31423,0,0,103,0,0,0,0,0,6341,15000,2048,82,0,0,0,1057,0,110,420,1,0,0,6341,0,61221,24383,36838,
734072,S10,53,30992,17789,0,0,0,0,145,3003,300,0,5854,10000,1543,62,0,0,75,976,425,0,0,0,12000,0,5854,0,54804,35388,19416,
